"Numero requete","Valeur"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer63"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer232"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer695"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer657"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer363"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer238"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer892"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer775"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer46"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer65"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer464"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer748"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer247"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer493"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer322"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer129"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer223"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer860"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer339"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer770"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer315"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer895"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer543"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer429"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer138"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer546"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer705"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer593"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer373"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer13"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer869"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer544"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer492"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer520"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer434"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer589"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer32"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer288"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer461"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer503"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer267"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer826"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer262"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer773"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer245"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer824"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer853"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer563"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer525"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer272"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer37"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer583"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer795"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer626"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer128"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer205"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer581"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer731"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer212"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer191"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer131"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer392"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer200"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer810"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer170"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer418"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer219"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer755"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer334"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer876"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer296"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer585"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer352"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer654"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer631"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer45"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer327"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer195"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer623"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer778"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer558"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer225"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer450"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer679"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer97"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer673"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer556"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer259"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer16"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer890"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer532"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer446"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer67"
"5","http://db.uwaterloo.ca/~galuc/wsdbm/Offer375"
"1029","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"1029","http://db.uwaterloo.ca/~galuc/wsdbm/User953"
"1029","http://db.uwaterloo.ca/~galuc/wsdbm/User816"
"6","http://db.uwaterloo.ca/~galuc/wsdbm/Offer864"
"6","http://db.uwaterloo.ca/~galuc/wsdbm/Offer797"
"6","http://db.uwaterloo.ca/~galuc/wsdbm/Offer756"
"6","http://db.uwaterloo.ca/~galuc/wsdbm/Offer356"
"6","http://db.uwaterloo.ca/~galuc/wsdbm/Offer203"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer242"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer407"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer558"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer500"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer739"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer338"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer14"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer576"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer587"
"8","http://db.uwaterloo.ca/~galuc/wsdbm/Offer374"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer81"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer763"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer834"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer748"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer815"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer334"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer319"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer658"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer171"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer482"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer186"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer679"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer292"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer779"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer887"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer738"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer257"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer454"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer859"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer492"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer678"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer166"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer261"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer176"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer864"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer749"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"9","http://db.uwaterloo.ca/~galuc/wsdbm/Offer397"
"10","http://db.uwaterloo.ca/~galuc/wsdbm/Offer818"
"10","http://db.uwaterloo.ca/~galuc/wsdbm/Offer186"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer729"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer213"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer818"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer716"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer424"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer238"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer810"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer633"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer434"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer763"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer67"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer576"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer773"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer559"
"11","http://db.uwaterloo.ca/~galuc/wsdbm/Offer170"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer738"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer182"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer734"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer108"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer599"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer582"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer257"
"12","http://db.uwaterloo.ca/~galuc/wsdbm/Offer753"
"13","http://db.uwaterloo.ca/~galuc/wsdbm/Offer678"
"13","http://db.uwaterloo.ca/~galuc/wsdbm/Offer331"
"13","http://db.uwaterloo.ca/~galuc/wsdbm/Offer183"
"14","http://db.uwaterloo.ca/~galuc/wsdbm/Offer529"
"14","http://db.uwaterloo.ca/~galuc/wsdbm/Offer258"
"14","http://db.uwaterloo.ca/~galuc/wsdbm/Offer242"
"1038","http://db.uwaterloo.ca/~galuc/wsdbm/User765"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer729"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer485"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer291"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer273"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer221"
"15","http://db.uwaterloo.ca/~galuc/wsdbm/Offer74"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer873"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer751"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer502"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer499"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer352"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer113"
"16","http://db.uwaterloo.ca/~galuc/wsdbm/Offer13"
"1040","http://db.uwaterloo.ca/~galuc/wsdbm/User501"
"18","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"18","http://db.uwaterloo.ca/~galuc/wsdbm/Offer634"
"19","http://db.uwaterloo.ca/~galuc/wsdbm/Offer842"
"19","http://db.uwaterloo.ca/~galuc/wsdbm/Offer810"
"19","http://db.uwaterloo.ca/~galuc/wsdbm/Offer631"
"19","http://db.uwaterloo.ca/~galuc/wsdbm/Offer417"
"19","http://db.uwaterloo.ca/~galuc/wsdbm/Offer233"
"19","http://db.uwaterloo.ca/~galuc/wsdbm/Offer23"
"1043","http://db.uwaterloo.ca/~galuc/wsdbm/User259"
"20","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"20","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"1044","http://db.uwaterloo.ca/~galuc/wsdbm/User845"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer37"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer300"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer113"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer866"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer417"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer133"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer623"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer234"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer882"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer535"
"21","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"22","http://db.uwaterloo.ca/~galuc/wsdbm/Offer454"
"22","http://db.uwaterloo.ca/~galuc/wsdbm/Offer435"
"22","http://db.uwaterloo.ca/~galuc/wsdbm/Offer42"
"1047","http://db.uwaterloo.ca/~galuc/wsdbm/User378"
"25","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"25","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"1049","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"1049","http://db.uwaterloo.ca/~galuc/wsdbm/User953"
"1049","http://db.uwaterloo.ca/~galuc/wsdbm/User816"
"26","http://db.uwaterloo.ca/~galuc/wsdbm/Offer797"
"26","http://db.uwaterloo.ca/~galuc/wsdbm/Offer852"
"26","http://db.uwaterloo.ca/~galuc/wsdbm/Offer878"
"26","http://db.uwaterloo.ca/~galuc/wsdbm/Offer47"
"26","http://db.uwaterloo.ca/~galuc/wsdbm/Offer734"
"26","http://db.uwaterloo.ca/~galuc/wsdbm/Offer868"
"27","http://db.uwaterloo.ca/~galuc/wsdbm/Offer642"
"27","http://db.uwaterloo.ca/~galuc/wsdbm/Offer311"
"27","http://db.uwaterloo.ca/~galuc/wsdbm/Offer195"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer37"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer300"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer113"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer866"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer417"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer133"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer623"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer234"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer882"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer535"
"28","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"1052","http://db.uwaterloo.ca/~galuc/wsdbm/User822"
"29","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"29","http://db.uwaterloo.ca/~galuc/wsdbm/Offer634"
"1053","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"1053","http://db.uwaterloo.ca/~galuc/wsdbm/User953"
"1053","http://db.uwaterloo.ca/~galuc/wsdbm/User816"
"30","http://db.uwaterloo.ca/~galuc/wsdbm/Offer728"
"1056","http://db.uwaterloo.ca/~galuc/wsdbm/User822"
"33","http://db.uwaterloo.ca/~galuc/wsdbm/Offer12"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer721"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer786"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer194"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer496"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer524"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer304"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer279"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer472"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer506"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer627"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer99"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer184"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer331"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer249"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer495"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer699"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer422"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer179"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer81"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer652"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer587"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer749"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer864"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer478"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer716"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer767"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer241"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer442"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer445"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer545"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer805"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer19"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer521"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer356"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer553"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer199"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer213"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer394"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer595"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer836"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer386"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer63"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer232"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer695"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer657"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer363"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer238"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer892"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer775"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer46"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer65"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer464"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer748"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer247"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer493"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer322"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer129"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer223"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer860"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer339"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer770"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer315"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer895"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer543"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer429"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer138"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer546"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer705"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer593"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer373"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer13"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer869"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer544"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer492"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer520"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer434"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer589"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer32"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer288"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer461"
"34","http://db.uwaterloo.ca/~galuc/wsdbm/Offer503"
