"Numero requete","Clé Dans Dic","Valeur"
"5","8204","http://db.uwaterloo.ca/~galuc/wsdbm/Offer65"
"5","8209","http://db.uwaterloo.ca/~galuc/wsdbm/Offer67"
"5","8253","http://db.uwaterloo.ca/~galuc/wsdbm/Offer81"
"5","8293","http://db.uwaterloo.ca/~galuc/wsdbm/Offer97"
"5","8297","http://db.uwaterloo.ca/~galuc/wsdbm/Offer99"
"5","8377","http://db.uwaterloo.ca/~galuc/wsdbm/Offer128"
"5","8381","http://db.uwaterloo.ca/~galuc/wsdbm/Offer129"
"5","8388","http://db.uwaterloo.ca/~galuc/wsdbm/Offer131"
"5","8405","http://db.uwaterloo.ca/~galuc/wsdbm/Offer138"
"5","8422","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"5","8497","http://db.uwaterloo.ca/~galuc/wsdbm/Offer170"
"5","8521","http://db.uwaterloo.ca/~galuc/wsdbm/Offer179"
"5","8536","http://db.uwaterloo.ca/~galuc/wsdbm/Offer184"
"5","8558","http://db.uwaterloo.ca/~galuc/wsdbm/Offer191"
"5","8567","http://db.uwaterloo.ca/~galuc/wsdbm/Offer194"
"5","8571","http://db.uwaterloo.ca/~galuc/wsdbm/Offer195"
"5","8581","http://db.uwaterloo.ca/~galuc/wsdbm/Offer199"
"5","8584","http://db.uwaterloo.ca/~galuc/wsdbm/Offer200"
"5","8598","http://db.uwaterloo.ca/~galuc/wsdbm/Offer205"
"5","8618","http://db.uwaterloo.ca/~galuc/wsdbm/Offer212"
"5","8621","http://db.uwaterloo.ca/~galuc/wsdbm/Offer213"
"5","8636","http://db.uwaterloo.ca/~galuc/wsdbm/Offer219"
"5","8649","http://db.uwaterloo.ca/~galuc/wsdbm/Offer223"
"5","8655","http://db.uwaterloo.ca/~galuc/wsdbm/Offer225"
"5","8673","http://db.uwaterloo.ca/~galuc/wsdbm/Offer232"
"5","8689","http://db.uwaterloo.ca/~galuc/wsdbm/Offer238"
"5","8695","http://db.uwaterloo.ca/~galuc/wsdbm/Offer241"
"5","8706","http://db.uwaterloo.ca/~galuc/wsdbm/Offer245"
"5","8711","http://db.uwaterloo.ca/~galuc/wsdbm/Offer247"
"5","8717","http://db.uwaterloo.ca/~galuc/wsdbm/Offer249"
"5","8743","http://db.uwaterloo.ca/~galuc/wsdbm/Offer259"
"5","8750","http://db.uwaterloo.ca/~galuc/wsdbm/Offer262"
"5","8765","http://db.uwaterloo.ca/~galuc/wsdbm/Offer267"
"5","8777","http://db.uwaterloo.ca/~galuc/wsdbm/Offer272"
"5","8798","http://db.uwaterloo.ca/~galuc/wsdbm/Offer279"
"5","8821","http://db.uwaterloo.ca/~galuc/wsdbm/Offer288"
"5","8841","http://db.uwaterloo.ca/~galuc/wsdbm/Offer296"
"5","8861","http://db.uwaterloo.ca/~galuc/wsdbm/Offer304"
"5","8892","http://db.uwaterloo.ca/~galuc/wsdbm/Offer315"
"5","8911","http://db.uwaterloo.ca/~galuc/wsdbm/Offer322"
"5","8924","http://db.uwaterloo.ca/~galuc/wsdbm/Offer327"
"5","8932","http://db.uwaterloo.ca/~galuc/wsdbm/Offer331"
"5","8939","http://db.uwaterloo.ca/~galuc/wsdbm/Offer334"
"5","8954","http://db.uwaterloo.ca/~galuc/wsdbm/Offer339"
"5","8987","http://db.uwaterloo.ca/~galuc/wsdbm/Offer352"
"5","9000","http://db.uwaterloo.ca/~galuc/wsdbm/Offer356"
"5","9021","http://db.uwaterloo.ca/~galuc/wsdbm/Offer363"
"5","9043","http://db.uwaterloo.ca/~galuc/wsdbm/Offer373"
"5","9048","http://db.uwaterloo.ca/~galuc/wsdbm/Offer375"
"5","9072","http://db.uwaterloo.ca/~galuc/wsdbm/Offer386"
"5","9087","http://db.uwaterloo.ca/~galuc/wsdbm/Offer392"
"5","9091","http://db.uwaterloo.ca/~galuc/wsdbm/Offer394"
"5","9149","http://db.uwaterloo.ca/~galuc/wsdbm/Offer418"
"5","9157","http://db.uwaterloo.ca/~galuc/wsdbm/Offer422"
"5","9174","http://db.uwaterloo.ca/~galuc/wsdbm/Offer429"
"5","9185","http://db.uwaterloo.ca/~galuc/wsdbm/Offer434"
"5","9207","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"5","9210","http://db.uwaterloo.ca/~galuc/wsdbm/Offer442"
"5","9220","http://db.uwaterloo.ca/~galuc/wsdbm/Offer445"
"5","9222","http://db.uwaterloo.ca/~galuc/wsdbm/Offer446"
"5","9230","http://db.uwaterloo.ca/~galuc/wsdbm/Offer450"
"5","9256","http://db.uwaterloo.ca/~galuc/wsdbm/Offer461"
"5","9263","http://db.uwaterloo.ca/~galuc/wsdbm/Offer464"
"5","9281","http://db.uwaterloo.ca/~galuc/wsdbm/Offer472"
"5","9297","http://db.uwaterloo.ca/~galuc/wsdbm/Offer478"
"5","9323","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"5","9327","http://db.uwaterloo.ca/~galuc/wsdbm/Offer492"
"5","9329","http://db.uwaterloo.ca/~galuc/wsdbm/Offer493"
"5","9333","http://db.uwaterloo.ca/~galuc/wsdbm/Offer495"
"5","9335","http://db.uwaterloo.ca/~galuc/wsdbm/Offer496"
"5","9350","http://db.uwaterloo.ca/~galuc/wsdbm/Offer503"
"5","9357","http://db.uwaterloo.ca/~galuc/wsdbm/Offer506"
"5","9380","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"5","9392","http://db.uwaterloo.ca/~galuc/wsdbm/Offer520"
"5","9394","http://db.uwaterloo.ca/~galuc/wsdbm/Offer521"
"5","9401","http://db.uwaterloo.ca/~galuc/wsdbm/Offer524"
"5","9403","http://db.uwaterloo.ca/~galuc/wsdbm/Offer525"
"5","9419","http://db.uwaterloo.ca/~galuc/wsdbm/Offer532"
"5","9443","http://db.uwaterloo.ca/~galuc/wsdbm/Offer543"
"5","9446","http://db.uwaterloo.ca/~galuc/wsdbm/Offer544"
"5","9449","http://db.uwaterloo.ca/~galuc/wsdbm/Offer545"
"5","9451","http://db.uwaterloo.ca/~galuc/wsdbm/Offer546"
"5","9465","http://db.uwaterloo.ca/~galuc/wsdbm/Offer553"
"5","9472","http://db.uwaterloo.ca/~galuc/wsdbm/Offer556"
"5","9477","http://db.uwaterloo.ca/~galuc/wsdbm/Offer558"
"5","9489","http://db.uwaterloo.ca/~galuc/wsdbm/Offer563"
"5","9530","http://db.uwaterloo.ca/~galuc/wsdbm/Offer581"
"5","9535","http://db.uwaterloo.ca/~galuc/wsdbm/Offer583"
"5","9540","http://db.uwaterloo.ca/~galuc/wsdbm/Offer585"
"5","9545","http://db.uwaterloo.ca/~galuc/wsdbm/Offer587"
"5","9549","http://db.uwaterloo.ca/~galuc/wsdbm/Offer589"
"5","9558","http://db.uwaterloo.ca/~galuc/wsdbm/Offer593"
"5","9562","http://db.uwaterloo.ca/~galuc/wsdbm/Offer595"
"5","9630","http://db.uwaterloo.ca/~galuc/wsdbm/Offer623"
"5","9637","http://db.uwaterloo.ca/~galuc/wsdbm/Offer626"
"5","9639","http://db.uwaterloo.ca/~galuc/wsdbm/Offer627"
"5","9648","http://db.uwaterloo.ca/~galuc/wsdbm/Offer631"
"5","9696","http://db.uwaterloo.ca/~galuc/wsdbm/Offer652"
"5","9700","http://db.uwaterloo.ca/~galuc/wsdbm/Offer654"
"5","9707","http://db.uwaterloo.ca/~galuc/wsdbm/Offer657"
"5","9742","http://db.uwaterloo.ca/~galuc/wsdbm/Offer673"
"5","9755","http://db.uwaterloo.ca/~galuc/wsdbm/Offer679"
"5","9792","http://db.uwaterloo.ca/~galuc/wsdbm/Offer695"
"5","9802","http://db.uwaterloo.ca/~galuc/wsdbm/Offer699"
"5","9816","http://db.uwaterloo.ca/~galuc/wsdbm/Offer705"
"5","9841","http://db.uwaterloo.ca/~galuc/wsdbm/Offer716"
"5","9855","http://db.uwaterloo.ca/~galuc/wsdbm/Offer721"
"5","9877","http://db.uwaterloo.ca/~galuc/wsdbm/Offer731"
"5","9912","http://db.uwaterloo.ca/~galuc/wsdbm/Offer748"
"5","9914","http://db.uwaterloo.ca/~galuc/wsdbm/Offer749"
"5","9927","http://db.uwaterloo.ca/~galuc/wsdbm/Offer755"
"5","9953","http://db.uwaterloo.ca/~galuc/wsdbm/Offer767"
"5","9960","http://db.uwaterloo.ca/~galuc/wsdbm/Offer770"
"5","9969","http://db.uwaterloo.ca/~galuc/wsdbm/Offer773"
"5","9973","http://db.uwaterloo.ca/~galuc/wsdbm/Offer775"
"5","9980","http://db.uwaterloo.ca/~galuc/wsdbm/Offer778"
"5","9999","http://db.uwaterloo.ca/~galuc/wsdbm/Offer786"
"5","10017","http://db.uwaterloo.ca/~galuc/wsdbm/Offer795"
"5","10037","http://db.uwaterloo.ca/~galuc/wsdbm/Offer805"
"5","10049","http://db.uwaterloo.ca/~galuc/wsdbm/Offer810"
"5","10083","http://db.uwaterloo.ca/~galuc/wsdbm/Offer824"
"5","10089","http://db.uwaterloo.ca/~galuc/wsdbm/Offer826"
"5","10110","http://db.uwaterloo.ca/~galuc/wsdbm/Offer836"
"5","10146","http://db.uwaterloo.ca/~galuc/wsdbm/Offer853"
"5","10162","http://db.uwaterloo.ca/~galuc/wsdbm/Offer860"
"5","10170","http://db.uwaterloo.ca/~galuc/wsdbm/Offer864"
"5","10181","http://db.uwaterloo.ca/~galuc/wsdbm/Offer869"
"5","10198","http://db.uwaterloo.ca/~galuc/wsdbm/Offer876"
"5","10230","http://db.uwaterloo.ca/~galuc/wsdbm/Offer890"
"5","10235","http://db.uwaterloo.ca/~galuc/wsdbm/Offer892"
"5","10242","http://db.uwaterloo.ca/~galuc/wsdbm/Offer895"
"1029","406","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"1029","1868","http://db.uwaterloo.ca/~galuc/wsdbm/User816"
"1029","2177","http://db.uwaterloo.ca/~galuc/wsdbm/User953"
"6","8592","http://db.uwaterloo.ca/~galuc/wsdbm/Offer203"
"6","9000","http://db.uwaterloo.ca/~galuc/wsdbm/Offer356"
"6","9929","http://db.uwaterloo.ca/~galuc/wsdbm/Offer756"
"6","10021","http://db.uwaterloo.ca/~galuc/wsdbm/Offer797"
"6","10170","http://db.uwaterloo.ca/~galuc/wsdbm/Offer864"
"8","8041","http://db.uwaterloo.ca/~galuc/wsdbm/Offer14"
"8","8697","http://db.uwaterloo.ca/~galuc/wsdbm/Offer242"
"8","8952","http://db.uwaterloo.ca/~galuc/wsdbm/Offer338"
"8","9046","http://db.uwaterloo.ca/~galuc/wsdbm/Offer374"
"8","9124","http://db.uwaterloo.ca/~galuc/wsdbm/Offer407"
"8","9344","http://db.uwaterloo.ca/~galuc/wsdbm/Offer500"
"8","9477","http://db.uwaterloo.ca/~galuc/wsdbm/Offer558"
"8","9518","http://db.uwaterloo.ca/~galuc/wsdbm/Offer576"
"8","9545","http://db.uwaterloo.ca/~galuc/wsdbm/Offer587"
"8","9893","http://db.uwaterloo.ca/~galuc/wsdbm/Offer739"
"9","8253","http://db.uwaterloo.ca/~galuc/wsdbm/Offer81"
"9","8486","http://db.uwaterloo.ca/~galuc/wsdbm/Offer166"
"9","8499","http://db.uwaterloo.ca/~galuc/wsdbm/Offer171"
"9","8512","http://db.uwaterloo.ca/~galuc/wsdbm/Offer176"
"9","8545","http://db.uwaterloo.ca/~galuc/wsdbm/Offer186"
"9","8739","http://db.uwaterloo.ca/~galuc/wsdbm/Offer257"
"9","8747","http://db.uwaterloo.ca/~galuc/wsdbm/Offer261"
"9","8829","http://db.uwaterloo.ca/~galuc/wsdbm/Offer292"
"9","8901","http://db.uwaterloo.ca/~galuc/wsdbm/Offer319"
"9","8939","http://db.uwaterloo.ca/~galuc/wsdbm/Offer334"
"9","9099","http://db.uwaterloo.ca/~galuc/wsdbm/Offer397"
"9","9238","http://db.uwaterloo.ca/~galuc/wsdbm/Offer454"
"9","9305","http://db.uwaterloo.ca/~galuc/wsdbm/Offer482"
"9","9323","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"9","9327","http://db.uwaterloo.ca/~galuc/wsdbm/Offer492"
"9","9380","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"9","9710","http://db.uwaterloo.ca/~galuc/wsdbm/Offer658"
"9","9753","http://db.uwaterloo.ca/~galuc/wsdbm/Offer678"
"9","9755","http://db.uwaterloo.ca/~galuc/wsdbm/Offer679"
"9","9891","http://db.uwaterloo.ca/~galuc/wsdbm/Offer738"
"9","9912","http://db.uwaterloo.ca/~galuc/wsdbm/Offer748"
"9","9914","http://db.uwaterloo.ca/~galuc/wsdbm/Offer749"
"9","9944","http://db.uwaterloo.ca/~galuc/wsdbm/Offer763"
"9","9983","http://db.uwaterloo.ca/~galuc/wsdbm/Offer779"
"9","10061","http://db.uwaterloo.ca/~galuc/wsdbm/Offer815"
"9","10106","http://db.uwaterloo.ca/~galuc/wsdbm/Offer834"
"9","10159","http://db.uwaterloo.ca/~galuc/wsdbm/Offer859"
"9","10170","http://db.uwaterloo.ca/~galuc/wsdbm/Offer864"
"9","10222","http://db.uwaterloo.ca/~galuc/wsdbm/Offer887"
"10","8545","http://db.uwaterloo.ca/~galuc/wsdbm/Offer186"
"10","10068","http://db.uwaterloo.ca/~galuc/wsdbm/Offer818"
"11","8209","http://db.uwaterloo.ca/~galuc/wsdbm/Offer67"
"11","8497","http://db.uwaterloo.ca/~galuc/wsdbm/Offer170"
"11","8621","http://db.uwaterloo.ca/~galuc/wsdbm/Offer213"
"11","8689","http://db.uwaterloo.ca/~galuc/wsdbm/Offer238"
"11","9162","http://db.uwaterloo.ca/~galuc/wsdbm/Offer424"
"11","9185","http://db.uwaterloo.ca/~galuc/wsdbm/Offer434"
"11","9480","http://db.uwaterloo.ca/~galuc/wsdbm/Offer559"
"11","9518","http://db.uwaterloo.ca/~galuc/wsdbm/Offer576"
"11","9652","http://db.uwaterloo.ca/~galuc/wsdbm/Offer633"
"11","9841","http://db.uwaterloo.ca/~galuc/wsdbm/Offer716"
"11","9873","http://db.uwaterloo.ca/~galuc/wsdbm/Offer729"
"11","9944","http://db.uwaterloo.ca/~galuc/wsdbm/Offer763"
"11","9969","http://db.uwaterloo.ca/~galuc/wsdbm/Offer773"
"11","10049","http://db.uwaterloo.ca/~galuc/wsdbm/Offer810"
"11","10068","http://db.uwaterloo.ca/~galuc/wsdbm/Offer818"
"12","8323","http://db.uwaterloo.ca/~galuc/wsdbm/Offer108"
"12","8529","http://db.uwaterloo.ca/~galuc/wsdbm/Offer182"
"12","8739","http://db.uwaterloo.ca/~galuc/wsdbm/Offer257"
"12","9533","http://db.uwaterloo.ca/~galuc/wsdbm/Offer582"
"12","9570","http://db.uwaterloo.ca/~galuc/wsdbm/Offer599"
"12","9883","http://db.uwaterloo.ca/~galuc/wsdbm/Offer734"
"12","9891","http://db.uwaterloo.ca/~galuc/wsdbm/Offer738"
"12","9923","http://db.uwaterloo.ca/~galuc/wsdbm/Offer753"
"13","8533","http://db.uwaterloo.ca/~galuc/wsdbm/Offer183"
"13","8932","http://db.uwaterloo.ca/~galuc/wsdbm/Offer331"
"13","9753","http://db.uwaterloo.ca/~galuc/wsdbm/Offer678"
"14","8697","http://db.uwaterloo.ca/~galuc/wsdbm/Offer242"
"14","8741","http://db.uwaterloo.ca/~galuc/wsdbm/Offer258"
"14","9411","http://db.uwaterloo.ca/~galuc/wsdbm/Offer529"
"1038","1749","http://db.uwaterloo.ca/~galuc/wsdbm/User765"
"15","8227","http://db.uwaterloo.ca/~galuc/wsdbm/Offer74"
"15","8643","http://db.uwaterloo.ca/~galuc/wsdbm/Offer221"
"15","8781","http://db.uwaterloo.ca/~galuc/wsdbm/Offer273"
"15","8827","http://db.uwaterloo.ca/~galuc/wsdbm/Offer291"
"15","9312","http://db.uwaterloo.ca/~galuc/wsdbm/Offer485"
"15","9380","http://db.uwaterloo.ca/~galuc/wsdbm/Offer516"
"15","9873","http://db.uwaterloo.ca/~galuc/wsdbm/Offer729"
"16","8039","http://db.uwaterloo.ca/~galuc/wsdbm/Offer13"
"16","8336","http://db.uwaterloo.ca/~galuc/wsdbm/Offer113"
"16","8987","http://db.uwaterloo.ca/~galuc/wsdbm/Offer352"
"16","9342","http://db.uwaterloo.ca/~galuc/wsdbm/Offer499"
"16","9348","http://db.uwaterloo.ca/~galuc/wsdbm/Offer502"
"16","9918","http://db.uwaterloo.ca/~galuc/wsdbm/Offer751"
"16","10190","http://db.uwaterloo.ca/~galuc/wsdbm/Offer873"
"1040","1147","http://db.uwaterloo.ca/~galuc/wsdbm/User501"
"18","9654","http://db.uwaterloo.ca/~galuc/wsdbm/Offer634"
"18","9733","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"19","8066","http://db.uwaterloo.ca/~galuc/wsdbm/Offer23"
"19","8675","http://db.uwaterloo.ca/~galuc/wsdbm/Offer233"
"19","9147","http://db.uwaterloo.ca/~galuc/wsdbm/Offer417"
"19","9648","http://db.uwaterloo.ca/~galuc/wsdbm/Offer631"
"19","10049","http://db.uwaterloo.ca/~galuc/wsdbm/Offer810"
"19","10122","http://db.uwaterloo.ca/~galuc/wsdbm/Offer842"
"1043","599","http://db.uwaterloo.ca/~galuc/wsdbm/User259"
"20","9323","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"20","9733","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"1044","1934","http://db.uwaterloo.ca/~galuc/wsdbm/User845"
"21","8082","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"21","8113","http://db.uwaterloo.ca/~galuc/wsdbm/Offer37"
"21","8336","http://db.uwaterloo.ca/~galuc/wsdbm/Offer113"
"21","8393","http://db.uwaterloo.ca/~galuc/wsdbm/Offer133"
"21","8422","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"21","8677","http://db.uwaterloo.ca/~galuc/wsdbm/Offer234"
"21","8852","http://db.uwaterloo.ca/~galuc/wsdbm/Offer300"
"21","9147","http://db.uwaterloo.ca/~galuc/wsdbm/Offer417"
"21","9207","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"21","9426","http://db.uwaterloo.ca/~galuc/wsdbm/Offer535"
"21","9630","http://db.uwaterloo.ca/~galuc/wsdbm/Offer623"
"21","10174","http://db.uwaterloo.ca/~galuc/wsdbm/Offer866"
"21","10212","http://db.uwaterloo.ca/~galuc/wsdbm/Offer882"
"22","8131","http://db.uwaterloo.ca/~galuc/wsdbm/Offer42"
"22","9189","http://db.uwaterloo.ca/~galuc/wsdbm/Offer435"
"22","9238","http://db.uwaterloo.ca/~galuc/wsdbm/Offer454"
"1047","871","http://db.uwaterloo.ca/~galuc/wsdbm/User378"
"25","9323","http://db.uwaterloo.ca/~galuc/wsdbm/Offer490"
"25","9733","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"1049","406","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"1049","1868","http://db.uwaterloo.ca/~galuc/wsdbm/User816"
"1049","2177","http://db.uwaterloo.ca/~galuc/wsdbm/User953"
"26","8150","http://db.uwaterloo.ca/~galuc/wsdbm/Offer47"
"26","9883","http://db.uwaterloo.ca/~galuc/wsdbm/Offer734"
"26","10021","http://db.uwaterloo.ca/~galuc/wsdbm/Offer797"
"26","10144","http://db.uwaterloo.ca/~galuc/wsdbm/Offer852"
"26","10178","http://db.uwaterloo.ca/~galuc/wsdbm/Offer868"
"26","10203","http://db.uwaterloo.ca/~galuc/wsdbm/Offer878"
"27","8571","http://db.uwaterloo.ca/~galuc/wsdbm/Offer195"
"27","8881","http://db.uwaterloo.ca/~galuc/wsdbm/Offer311"
"27","9674","http://db.uwaterloo.ca/~galuc/wsdbm/Offer642"
"28","8082","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"28","8113","http://db.uwaterloo.ca/~galuc/wsdbm/Offer37"
"28","8336","http://db.uwaterloo.ca/~galuc/wsdbm/Offer113"
"28","8393","http://db.uwaterloo.ca/~galuc/wsdbm/Offer133"
"28","8422","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"28","8677","http://db.uwaterloo.ca/~galuc/wsdbm/Offer234"
"28","8852","http://db.uwaterloo.ca/~galuc/wsdbm/Offer300"
"28","9147","http://db.uwaterloo.ca/~galuc/wsdbm/Offer417"
"28","9207","http://db.uwaterloo.ca/~galuc/wsdbm/Offer441"
"28","9426","http://db.uwaterloo.ca/~galuc/wsdbm/Offer535"
"28","9630","http://db.uwaterloo.ca/~galuc/wsdbm/Offer623"
"28","10174","http://db.uwaterloo.ca/~galuc/wsdbm/Offer866"
"28","10212","http://db.uwaterloo.ca/~galuc/wsdbm/Offer882"
"1052","1883","http://db.uwaterloo.ca/~galuc/wsdbm/User822"
"29","9654","http://db.uwaterloo.ca/~galuc/wsdbm/Offer634"
"29","9733","http://db.uwaterloo.ca/~galuc/wsdbm/Offer669"
"1053","406","http://db.uwaterloo.ca/~galuc/wsdbm/User178"
"1053","1868","http://db.uwaterloo.ca/~galuc/wsdbm/User816"
"1053","2177","http://db.uwaterloo.ca/~galuc/wsdbm/User953"
"30","9871","http://db.uwaterloo.ca/~galuc/wsdbm/Offer728"
"1056","1883","http://db.uwaterloo.ca/~galuc/wsdbm/User822"
"33","8037","http://db.uwaterloo.ca/~galuc/wsdbm/Offer12"
"34","8039","http://db.uwaterloo.ca/~galuc/wsdbm/Offer13"
"34","8047","http://db.uwaterloo.ca/~galuc/wsdbm/Offer16"
"34","8055","http://db.uwaterloo.ca/~galuc/wsdbm/Offer19"
"34","8082","http://db.uwaterloo.ca/~galuc/wsdbm/Offer29"
"34","8093","http://db.uwaterloo.ca/~galuc/wsdbm/Offer32"
"34","8113","http://db.uwaterloo.ca/~galuc/wsdbm/Offer37"
"34","8142","http://db.uwaterloo.ca/~galuc/wsdbm/Offer45"
"34","8146","http://db.uwaterloo.ca/~galuc/wsdbm/Offer46"
"34","8197","http://db.uwaterloo.ca/~galuc/wsdbm/Offer63"
"34","8204","http://db.uwaterloo.ca/~galuc/wsdbm/Offer65"
"34","8209","http://db.uwaterloo.ca/~galuc/wsdbm/Offer67"
"34","8253","http://db.uwaterloo.ca/~galuc/wsdbm/Offer81"
"34","8293","http://db.uwaterloo.ca/~galuc/wsdbm/Offer97"
"34","8297","http://db.uwaterloo.ca/~galuc/wsdbm/Offer99"
"34","8377","http://db.uwaterloo.ca/~galuc/wsdbm/Offer128"
"34","8381","http://db.uwaterloo.ca/~galuc/wsdbm/Offer129"
"34","8388","http://db.uwaterloo.ca/~galuc/wsdbm/Offer131"
"34","8405","http://db.uwaterloo.ca/~galuc/wsdbm/Offer138"
"34","8422","http://db.uwaterloo.ca/~galuc/wsdbm/Offer144"
"34","8497","http://db.uwaterloo.ca/~galuc/wsdbm/Offer170"
"34","8521","http://db.uwaterloo.ca/~galuc/wsdbm/Offer179"
"34","8536","http://db.uwaterloo.ca/~galuc/wsdbm/Offer184"
"34","8558","http://db.uwaterloo.ca/~galuc/wsdbm/Offer191"
"34","8567","http://db.uwaterloo.ca/~galuc/wsdbm/Offer194"
"34","8571","http://db.uwaterloo.ca/~galuc/wsdbm/Offer195"
"34","8581","http://db.uwaterloo.ca/~galuc/wsdbm/Offer199"
"34","8584","http://db.uwaterloo.ca/~galuc/wsdbm/Offer200"
"34","8598","http://db.uwaterloo.ca/~galuc/wsdbm/Offer205"
"34","8618","http://db.uwaterloo.ca/~galuc/wsdbm/Offer212"
"34","8621","http://db.uwaterloo.ca/~galuc/wsdbm/Offer213"
"34","8636","http://db.uwaterloo.ca/~galuc/wsdbm/Offer219"
"34","8649","http://db.uwaterloo.ca/~galuc/wsdbm/Offer223"
"34","8655","http://db.uwaterloo.ca/~galuc/wsdbm/Offer225"
"34","8673","http://db.uwaterloo.ca/~galuc/wsdbm/Offer232"
"34","8689","http://db.uwaterloo.ca/~galuc/wsdbm/Offer238"
"34","8695","http://db.uwaterloo.ca/~galuc/wsdbm/Offer241"
"34","8706","http://db.uwaterloo.ca/~galuc/wsdbm/Offer245"
"34","8711","http://db.uwaterloo.ca/~galuc/wsdbm/Offer247"
"34","8717","http://db.uwaterloo.ca/~galuc/wsdbm/Offer249"
"34","8743","http://db.uwaterloo.ca/~galuc/wsdbm/Offer259"
"34","8750","http://db.uwaterloo.ca/~galuc/wsdbm/Offer262"
"34","8765","http://db.uwaterloo.ca/~galuc/wsdbm/Offer267"
"34","8777","http://db.uwaterloo.ca/~galuc/wsdbm/Offer272"
"34","8798","http://db.uwaterloo.ca/~galuc/wsdbm/Offer279"
"34","8821","http://db.uwaterloo.ca/~galuc/wsdbm/Offer288"
"34","8841","http://db.uwaterloo.ca/~galuc/wsdbm/Offer296"
"34","8861","http://db.uwaterloo.ca/~galuc/wsdbm/Offer304"
"34","8892","http://db.uwaterloo.ca/~galuc/wsdbm/Offer315"
"34","8911","http://db.uwaterloo.ca/~galuc/wsdbm/Offer322"
"34","8924","http://db.uwaterloo.ca/~galuc/wsdbm/Offer327"
"34","8932","http://db.uwaterloo.ca/~galuc/wsdbm/Offer331"
